entrez_mouse	ensembl_gene_id	gene_symbol	entrez_human	entrez_rat	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
22751	ENSMUSG00000031907	ZFP90	146198	498945	J3QKQ8,L7S2P3,Q8TF47	Q4V8A8	Q61967	ZFP90 zinc finger protein	NK10|ZNF756	yes	7576184	Experimental	0	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	7576184	9606	0	0	0	0	0	0	0	0	0	0	981
21419	ENSMUSG00000025927	TFAP2B	7021	301285	Q92481	D4A505	E9Q5N4,Q61313,Q8CCV4,Q8CE69	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	AP-2B|AP2-B	yes	7555706	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7555706	9606	0	0	0	0	0	0	0	0	0	0	981
83383	ENSMUSG00000005718	TFAP4	7023	360482	Q01664	D3ZJT6	Q9JIZ5	transcription factor AP-4 (activating enhancer binding protein 4)	AP-4|BHLHC41	yes	2833704	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2833704	9606	0	0	0	0	0	0	0	0	0	0	981
11908	ENSMUSG00000023027	ATF1	466	315305	P18846	F7FD47,Q5BK34	P81269,Q9CWS2	activating transcription factor 1	EWS-ATF1|FUS/ATF-1|TREB36	yes	2516827	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2516827	9606	0	0	0	0	0	0	0	0	0	0	981
110521	ENSMUSG00000021366	HIVEP1	3096	117140	P15822	0	F8VPM9	human immunodeficiency virus type I enhancer binding protein 1	CIRIP|CRYBP1|MBP-1|PRDII-BF1|SCHNURRI-1|ZAS1|ZNF40|ZNF40A	yes	2504707	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2504707	9606	0	0	0	0	0	0	0	0	0	0	981
13170	ENSMUSG00000059824	DBP	1628	24309	Q10586	P16443,Q6R2I2,Q6R2I3	E9Q3E4,Q3USN7,Q60925	D site of albumin promoter (albumin D-box) binding protein	DABP	yes	2331750	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2331750	9606;10116	0	0	0	0	0	0	0	0	0	0	981
22433	ENSMUSG00000020484	XBP1	7494	289754	P17861	Q9R1S4	O35426	X-box binding protein 1	TREB5|XBP-1|XBP2	yes	2321018	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2321018	9606	0	0	0	0	0	0	0	0	0	0	981
19213	ENSMUSG00000026735	PTF1A	256297	117034	Q7RTS3	Q64305	A2ATA7,Q9QX98	pancreas specific transcription factor, 1a	PTF1-P48|BHLHA29	yes	2294404	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2294404	10090	0	0	0	0	0	0	0	0	0	0	981
12607	ENSMUSG00000024081	CEBPZ	10153	362686	Q03701	0	P53569	CCAAT/enhancer binding protein (C/EBP), zeta	CBF|CBF2|HSP-CBF|NOC1	yes	2247079	Experimental	0	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	2247079	9606	0	0	0	0	0	0	0	0	0	0	981
13560	ENSMUSG00000024137	E4F1	1877	681359	Q66K89	F1MAM9	Q8CCE9	E4F transcription factor 1	E4F	yes	2169022	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2169022	9606	0	0	0	0	0	0	0	0	0	0	981
218772	ENSMUSG00000017491	RARB	5915	24706	F1D8S6,P10826,Q3SB16,Q5QHG3,Q86UC5	D3ZFD9	P22605,Q6DFX0	retinoic acid receptor, beta	HAP|NR1B2|RRB2	yes	2153268	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2153268	9606	0	0	0	0	0	0	0	0	0	0	981
21780	ENSMUSG00000003923	TFAM	7019	83474	E5KSU5,Q00059	Q91ZW1	P40630	transcription factor A, mitochondrial	MTTF1|MTTFA|TCF6|TCF6L1|TCF6L2|TCF6L3	yes	2035027	Experimental	AnimalTFDB	0	GOC	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2035027	9606	0	0	0	0	0	0	0	0	0	0	981
18986	ENSMUSG00000026565	POU2F1	5451	171068	P14859	F1LRD7,P31503	E9Q6Z8,F8VQL7,P25425	POU class 2 homeobox 1	OCT1|OTF1|OCT-1B	yes	1980478	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	1980478	generic	0	0	0	0	0	0	0	0	0	0	981
21869	ENSMUSG00000001496	NKX2-1	7080	25628	P43699	G3V740	P50220,Q6PFE0	NK2 homeobox 1	BCH|BHC|NK-2|NKX2.1|NKX2A|TEBP|TITF1|TTF-1|TTF1	yes	1976511	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	1976511	10116	0	0	0	0	0	0	0	0	0	0	981
232906	ENSMUSG00000058230	ARHGAP35	2909	306400	Q9NRY4	0	B2RTN5,Q3UVZ8,Q8CCL8,Q91YM2	Rho GTPase activating protein 35	GRF-1|GRLF1|P190-A|P190A|P190ARHOGAP|P190RHOGAP	yes	1894621	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	1894621	9606	0	0	0	0	0	0	0	0	0	0	981
21834	ENSMUSG00000021779	THRB	7068	24831	F1D8N7,P10828	Q3HW36	P37242,Q3UZT5	thyroid hormone receptor, beta	C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2	yes	1648451	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	1648451	10090	0	0	0	0	0	0	0	0	0	0	981
18510	ENSMUSG00000026976	PAX8	7849	81819	Q06710,R9W7C9	P51974	Q00288	paired box 8	0	yes	1508216	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	1508216	9606;10090	0	0	0	0	0	0	0	0	0	0	981
17173	ENSMUSG00000009248	ASCL2	430	24209	Q99929	P19360	O35885,Q3TJR9	achaete-scute complex homolog 2 (Drosophila)	ASH2|HASH2|MASH2|BHLHA45	yes	1314394	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	1314394	generic	0	0	0	0	0	0	0	0	0	0	981
53970	ENSMUSG00000005774	RFX5	5993	310659	P48382	D3ZHD7	Q0P5W9,Q9JL61	regulatory factor X, 5 (influences HLA class II expression)	0	yes	9806546, 12697811, 9177217	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12697811	9606	9806546	9606	9177217	9606	0	0	0	0	0	0	0
14582	ENSMUSG00000026815	GFI1B	8328	311832	Q5VTD9	B0BN50	B7ZNH2,O70237	growth factor independent 1B transcription repressor	0	yes	8754800, 22201127	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	22201127	10090	8754800	10090	0	0	0	0	0	0	0	0	0
26380	ENSMUSG00000021255	ESRRB	2103	299210	O95718	P11475	E9QKA2,G5E8P8,Q61539,Q80VS1,Q8CCV5	estrogen-related receptor beta	DFNB35|ERR2|ERRB|ESRL2|NR3B2	yes	8626619, 15766247	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15766247	9606	8626619	9606	0	0	0	0	0	0	0	0	0
17133	ENSMUSG00000042622	MAFF	23764	366960	Q9ULX9	D3ZC87	O54791,Q3U0G5	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	U-MAF|HMAFF	yes	8107826, 12490281	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12490281	9606	8107826	10090	0	0	0	0	0	0	0	0	0
20852	ENSMUSG00000002147	STAT6	6778	362896	A8K4S9,B4DQB3,P42226	Q1KQ07	P52633	signal transducer and activator of transcription 6, interleukin-4 induced	D12S1644|IL-4-STAT|STAT6B|STAT6C	yes	7760829, 8810328	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8810328	9606	7760829	10090	0	0	0	0	0	0	0	0	0
20847	ENSMUSG00000040033	STAT2	6773	288774	P52630,R9QE65	Q5XI26	Q9QXJ2	signal transducer and activator of transcription 2, 113kDa	ISGF-3|P113|STAT113	yes	15668228, 16689942	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16689942	9606	15668228	9606	0	0	0	0	0	0	0	0	0
50496	ENSMUSG00000057469	E2F6	1876	313978	O75461,Q53YM3,Q6Q9Z5	D4ACR8,Q80ZB0	O54917,Q8VHT4	E2F transcription factor 6	E2F-6	yes	15574595, 15936277	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15936277	9606	15574595	9606	0	0	0	0	0	0	0	0	0
13557	ENSMUSG00000016477	E2F3	1871	291105	O00716,Q24JQ3	D4ADR2	O35261,Q3TMJ9,Q3UZJ0,Q6PCM3,Q6ZQJ8	E2F transcription factor 3	E2F-3	yes	15448153, 17135268	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17135268	9606	15448153	10090	0	0	0	0	0	0	0	0	0
14284	ENSMUSG00000029135	FOSL2	2355	25446	P15408,Q9H5M2	P51145,Q62738	P47930	FOS-like antigen 2	FRA2	yes	13679379, 15558021	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15558021	10090	13679379	9606	0	0	0	0	0	0	0	0	0
17135	ENSMUSG00000018143	MAFK	7975	246760	O60675	Q6IRI7	Q3UP84,Q61827	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	NFE2U|P18	yes	11013233, 14960151	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14960151	10090;10116	11013233	9606	0	0	0	0	0	0	0	0	0
20841	ENSMUSG00000061079	ZNF143	7702	361627	P52747	Q5XIU2	O70230	zinc finger protein 143	SBF|STAF|PHZ-1	yes	10893243, 18687992	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18687992	10090	10893243	9606	0	0	0	0	0	0	0	0	0
13876	ENSMUSG00000040732	ERG	2078	170909	B4DN83,B4DVX5,P11308	Q91XV5	B7ZND4,D3YU51,E9PY05,P81270,Q3UQJ4	v-ets erythroblastosis virus E26 oncogene homolog (avian)	ERG-3|P55	yes	22117042	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	22117042	9606	0	0	0	0	0	0	0	0	0	0	0
22764	ENSMUSG00000079509	ZFX	7543	367832	P17010,Q59EB9,Q8WXB7	D3ZR02	B1ASD1,P17012	zinc finger protein, X-linked	ZNF926	yes	18555785	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18555785	10090	0	0	0	0	0	0	0	0	0	0	0
664783	ENSMUSG00000075046	DUX4	22947	0	0	0	A1JVI8	double homeobox 4	DUX10	yes	17984056	Experimental	0	0	GOC	JASPAR	ORFeome	Ravasi et al	0	TFCat	TFclass	0	Vaquerizas et al	17984056	9606	0	0	0	0	0	0	0	0	0	0	0
664783	ENSMUSG00000106723	DUX4	22947	0	0	0	A1JVI8	double homeobox 4	DUX10	yes	17984056	Experimental	0	0	GOC	JASPAR	ORFeome	Ravasi et al	0	TFCat	TFclass	0	Vaquerizas et al	17984056	9606	0	0	0	0	0	0	0	0	0	0	0
15405	ENSMUSG00000038227	HOXA9	3205	500126	P31269	M0R7P7	P09631	homeobox A9	ABD-B|HOX1|HOX1.7|HOX1G	yes	17327400	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17327400	9606	0	0	0	0	0	0	0	0	0	0	0
13555	ENSMUSG00000027490	E2F1	1869	399489	Q01094,Q9BSD8	G3V854	Q547J6,Q61501,Q9CYB4	E2F transcription factor 1	E2F-1|RBAP1|RBBP3|RBP3	yes	17178835	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17178835	10090	0	0	0	0	0	0	0	0	0	0	0
18109	ENSMUSG00000037169	MYCN	4613	298894	P04198,Q9H224	Q63379	P03966,Q3UII1	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	MODED|N-MYC|NMYC|ODED|BHLHE37	yes	17124508	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17124508	10090	0	0	0	0	0	0	0	0	0	0	0
21417	ENSMUSG00000024238	ZEB1	6935	25705	B2RBI8,P37275	Q7TP68	Q64318	zinc finger E-box binding homeobox 1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	yes	16129691	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16129691	10090	0	0	0	0	0	0	0	0	0	0	0
14013	ENSMUSG00000027684	MECOM	2122	294924	C7FEN9,E7EQ57,Q03112,Q13465	D3ZM26	G3UZ13,Q9Z1L8	MDS1 and EVI1 complex locus	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3	yes	15889140	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15889140	generic	0	0	0	0	0	0	0	0	0	0	0
56805	ENSMUSG00000048047	ZBTB33	10009	501506	Q86T24	D3ZAN8	A2A3Z3,Q8BN78	zinc finger and BTB domain containing 33	ZNF-KAISO|ZNF348	yes	15817151	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15817151	9606	0	0	0	0	0	0	0	0	0	0	0
17134	ENSMUSG00000051510	MAFG	4097	64188	O15525	Q76MX4	O54790	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	HMAF	yes	15574414	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15574414	10090	0	0	0	0	0	0	0	0	0	0	0
30944	ENSMUSG00000044807	ZNF354C	30832	78972	Q86Y25	G3V609,Q9EPU7	Q571J5	zinc finger protein 354C	KID3	yes	15555547	Experimental	AnimalTFDB	DBD	0	JASPAR	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15555547	9606	0	0	0	0	0	0	0	0	0	0	0
16871	ENSMUSG00000026934	LHX3	8022	170671	F1T0D5,F1T0D7,F1T0D9,Q9UBR4	G3V8E3,G3V9E7	A2ALD8,A2ALD9,P50481	LIM homeobox 3	CPHD3|LIM3|M2-LHX3	yes	15271874	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15271874	10090	0	0	0	0	0	0	0	0	0	0	0
20204	ENSMUSG00000039476	PRRX2	51450	113931	Q99811	D3ZLB3	A2APZ7,Q06348	paired related homeobox 2	PMX2|PRX2	yes	12713735	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12713735	10090	0	0	0	0	0	0	0	0	0	0	0
20850	ENSMUSG00000004043	STAT5A	6776	24918	A8K6I5,K7EK35,P42229,Q59GY7	Q62771	B2C3G8,P42230,Q3UZ79,Q9JIA0	signal transducer and activator of transcription 5A	MGF|STAT5	yes	12393611	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12393611	9606	0	0	0	0	0	0	0	0	0	0	0
20849	ENSMUSG00000062939	STAT4	6775	367264	Q14765	Q66HB2	P42228,Q3V157	signal transducer and activator of transcription 4	SLEB11	yes	12372421	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12372421	9606	0	0	0	0	0	0	0	0	0	0	0
30942	ENSMUSG00000017688	HNF4G	3174	365744	F1D8Q4,Q14541	F1M342	E9QPS1,Q059V1,Q3UP48,Q9WUU6	hepatocyte nuclear factor 4, gamma	NR2A2|NR2A3	yes	12220531	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12220531	9606	0	0	0	0	0	0	0	0	0	0	0
23871	ENSMUSG00000032035	ETS1	2113	24356	A8K725,B4DW78,P14921	P41156	E9PWI8,P27577,Q540Q5,Q8BVW8,Q8K3Q9	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	ETS-1|EWSR2	yes	12119294	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12119294	10090	0	0	0	0	0	0	0	0	0	0	0
74120	ENSMUSG00000022529	ZNF263	10127	287076	D3DUC1,O14978	D3ZQ68	Q8CF60	zinc finger protein 263	FPM315|ZKSCAN12	yes	12024037	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12024037	10090	0	0	0	0	0	0	0	0	0	0	0
20675	ENSMUSG00000045179	SOX3	6658	367950	P41225	0	A2AM37,Q5RKW0	SRY (sex determining region Y)-box 3	GHDX|MRGH|PHP|PHPX|SOXB	yes	11875113	Experimental	AnimalTFDB	0	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11875113	10090	0	0	0	0	0	0	0	0	0	0	0
13714	ENSMUSG00000026436	ELK4	2005	304786	P28324,Q8IXL1	B4F7D4	P41158	ELK4, ETS-domain protein (SRF accessory protein 1)	SAP1	yes	11846562	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11846562	9606	0	0	0	0	0	0	0	0	0	0	0
20679	ENSMUSG00000051910	SOX6	55553	293165	P35712	Q4V8G3	E9PUW0,P40645,Q3V1J7,Q8BSS6	SRY (sex determining region Y)-box 6	HSSOX6|SOXD	yes	11504872	Experimental	AnimalTFDB	0	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11504872	10090	0	0	0	0	0	0	0	0	0	0	0
79401	ENSMUSG00000046957	SPZ1	84654	499510	Q9BXG8	Q6AXY9	Q99MY0	spermatogenic leucine zipper 1	NYD-TSP1	yes	11165476	Experimental	AnimalTFDB	0	0	JASPAR	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	11165476	10090	0	0	0	0	0	0	0	0	0	0	0
16596	ENSMUSG00000054191	KLF1	10661	304666	Q13351	G3V6F3	E9QNP6	Kruppel-like factor 1 (erythroid)	EKLF|HBFQTL6|INLU	yes	11092887	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	11092887	9606	0	0	0	0	0	0	0	0	0	0	0
15220	ENSMUSG00000038415	FOXQ1	94234	64826	Q9C009	0	O70220	forkhead box Q1	HFH1	yes	10896677	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10896677	10090	0	0	0	0	0	0	0	0	0	0	0
78912	ENSMUSG00000018678	SP2	6668	303499	Q02086	B5DEH3,D3ZSM5	Q8BNQ4,Q8C5J0,Q9D2H6	Sp2 transcription factor	0	yes	10744779	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10744779	10090	0	0	0	0	0	0	0	0	0	0	0
19724	ENSMUSG00000031706	RFX1	5989	288906	P22670	D3ZQ82	P48377	regulatory factor X, 1 (influences HLA class II expression)	EFC|RFX	yes	10330134	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10330134	9606	0	0	0	0	0	0	0	0	0	0	0
23958	ENSMUSG00000032292	NR2E3	10002	0	F1D8Q9,Q9Y5X4	0	Q543C7,Q9QXZ7	nuclear receptor subfamily 2, group E, member 3	ESCS|PNR|RNR|RP37|RD7	yes	10220376	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10220376	9606	0	0	0	0	0	0	0	0	0	0	0
272382	ENSMUSG00000008193	SPIB	6689	499146	Q01892	Q5EBA3	O35906	Spi-B transcription factor (Spi-1/PU.1 related)	SPI-B	yes	10196196	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10196196	9606	0	0	0	0	0	0	0	0	0	0	0
22026	ENSMUSG00000005893	NR2C2	7182	50659	F2YGU2,P49116	P55094	G3X9W4,P49117,Q3ZAS1	nuclear receptor subfamily 2, group C, member 2	TAK1|TR2R1|TR4|HTAK1	yes	9556573	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9556573	9606	0	0	0	0	0	0	0	0	0	0	0
260298	ENSMUSG00000055197	FEV	54738	246271	Q99581	O70132	Q8QZW2	FEV (ETS oncogene family)	HSRNAFEV|PET-1	yes	9468386	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9468386	10116	0	0	0	0	0	0	0	0	0	0	0
68750	ENSMUSG00000039087	RREB1	6239	306873	Q92766	D3ZI11	Q3UH06	ras responsive element binding protein 1	FINB|HNT|LZ321|RREB-1|ZEP-1	yes	8816445	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8816445	9606	0	0	0	0	0	0	0	0	0	0	0
18022	ENSMUSG00000058794	NFE2	4778	366998	A8K3E0,Q16621	Q6AYT2	D3Z224,Q07279	nuclear factor (erythroid-derived 2), 45kDa	NF-E2|P45	yes	8469283	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8469283	10090	0	0	0	0	0	0	0	0	0	0	0
19725	ENSMUSG00000024206	RFX2	5990	301121	P48378	B2GV50	P48379	regulatory factor X, 2 (influences HLA class II expression)	0	yes	8289803	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8289803	9606;10090	0	0	0	0	0	0	0	0	0	0	0
217082	ENSMUSG00000003949	HLF	3131	363667	Q16534	0	Q8BW74	hepatic leukemia factor	0	yes	8065331	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8065331	9606	0	0	0	0	0	0	0	0	0	0	0
14241	ENSMUSG00000097084	FOXL1	2300	0	Q12952,Q498Y4	0	Q64731	forkhead box L1	FKH6|FKHL11|FREAC7	yes	7957066	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7957066	9606	0	0	0	0	0	0	0	0	0	0	0
13865	ENSMUSG00000069171	NR2F1	7025	81808	P10589	Q62681	F7CII1,Q32NY6,Q60632	nuclear receptor subfamily 2, group F, member 1	COUP-TFI|EAR-3|EAR3|ERBAL3|NR2F2|SVP44|TCFCOUP1|TFCOUP1	yes	2739739	Experimental	AnimalTFDB	DBD	0	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2739739	9606	0	0	0	0	0	0	0	0	0	0	0
16478	ENSMUSG00000071076	JUND	3727	24518	P17535	P52909	P15066	jun D proto-oncogene	AP-1	yes	2504580	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2504580	10090	0	0	0	0	0	0	0	0	0	0	0
16478	ENSMUSG00000110974	JUND	3727	24518	P17535	P52909	P15066	jun D proto-oncogene	AP-1	yes	2504580	Experimental	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2504580	10090	0	0	0	0	0	0	0	0	0	0	0
